Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"תל אביב - יפו, תל אביב, ישראל",08/16/2019 23:00:00,28,28,28,,30.7,0,0,0,5.4,,,10,0,69.92,Clear
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 00:00:00,27.1,27.1,27.1,,29,0,0,0,3.7,300,,10,0,69.83,Clear
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 01:00:00,27,27,27,,29.2,0,0,0,5.4,,,10,0,74.14,Clear
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 02:00:00,26,26,26,,,0,0,0,5.4,,,10,0,78.64,Clear
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 03:00:00,25.1,25.1,25.1,,,0,0,0,6.3,165,,10,19.1,76.64,Clear
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 04:00:00,25,25,25,,,0,0,0,9.4,140,,10,27.8,73.8,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 05:00:00,25,25,25,,,0,0,0,11.2,150,,10,50,73.8,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 06:00:00,24.5,24.5,24.5,,,0,0,0,8.7,166,,10,49.2,78.34,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 07:00:00,26,26,26,,,0,0,0,13,160,,10,50,73.97,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 08:00:00,27,27,27,,28.8,0,0,0,9.4,160,,10,27.8,69.74,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 09:00:00,28.1,28.1,28.1,,30.6,0,0,0,8.4,225,,10,53.8,68.57,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 10:00:00,30,30,30,,32.6,0,0,0,11.2,250,,10,50,58.58,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 11:00:00,30,30,30,,32.6,0,0,0,13,260,,10,50,58.58,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 12:00:00,31.2,31.2,31.2,,33.9,0,0,0,13.7,280,,10,37.7,54.24,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 13:00:00,31,31,31,,33.8,0,0,0,16.6,290,,10,27.8,55.32,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 14:00:00,32,32,32,,34.9,0,0,0,16.6,270,,10,27.8,52.27,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 15:00:00,31.5,31.5,31.5,,34.4,0,0,0,18.2,276,,12.4,37.7,54.1,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 16:00:00,31,31,31,,33.8,0,0,0,18.4,290,,10,27.8,55.32,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 17:00:00,30,30,30,,33.3,0,0,0,16.6,280,,10,50,62.28,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 18:00:00,29.2,29.2,29.2,,32.1,0,0,0,16.5,295,,12.4,37.7,64.23,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 19:00:00,29,29,29,,32,0,0,0,14.8,290,,10,27.8,65.98,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 20:00:00,28,28,28,,30.7,0,0,0,13,290,,10,89.1,69.92,Overcast
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 21:00:00,27.8,27.8,27.8,,30.3,0,0,0,11,289,,10,53.8,69.65,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 22:00:00,28,28,28,,30.7,0,0,0,11.2,280,,10,27.8,69.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/17/2019 23:00:00,27,27,27,,29.2,0,0,0,9.4,240,,10,27.8,74.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 00:00:00,26.6,26.6,26.6,,,0,0,0,8.5,197,,10,49.2,73.83,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 01:00:00,27,27,27,,29.2,0,0,0,9.4,160,,10,50,74.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 02:00:00,27,27,27,,29.2,0,0,0,9.4,180,,10,50,74.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 03:00:00,25.5,25.5,25.5,,,0,0,0,7.7,170,,10,33,78.51,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 04:00:00,26,26,26,,,0,0,0,7.6,170,,10,50,78.64,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 05:00:00,26,26,26,,,0,0,0,7.6,170,,10,27.8,78.64,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 06:00:00,25.1,25.1,25.1,,,0,0,0,9.7,180,,10,33,77.74,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 07:00:00,25.5,25.5,25.5,,,0,0,0,8.9,188,,10,28.4,76.27,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 08:00:00,27,27,27,,29.2,0,0,0,16.6,190,,10,27.8,74.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 09:00:00,28,28,28,,30.1,0,0,0,12.9,190,,10,53.8,65.69,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 10:00:00,30.2,30.2,30.2,,32.1,0,0,0,13.9,228,,10,55.4,53.95,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 11:00:00,30.8,30.8,30.8,,33.1,0,0,0,15.4,264,,10,43.6,54.2,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 12:00:00,31.3,31.3,31.3,,34.2,0,0,0,17.6,266,,12.4,39.6,54.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 13:00:00,32,32,32,,35.8,0,0,0,22.3,270,,10,50,55.57,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 14:00:00,31.9,31.9,31.9,,34,0,0,0,22,250,,10,27,49.2,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 15:00:00,31.2,31.2,31.2,,33.3,0,0,0,21.1,265,,10,28.4,51.85,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 16:00:00,31.2,31.2,31.2,,34,0,0,0,20.4,271,,12.4,44.6,55.01,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 17:00:00,31,31,31,,33.8,0,0,0,20.5,280,,10,50,55.32,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 18:00:00,30,30,30,,32.7,0,0,0,15.8,288,,10,44.6,59.35,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 19:00:00,29,29,29,,31.4,0,0,0,14.8,290,,10,50,62.06,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 20:00:00,28,28,28,,30.1,0,0,0,11.2,290,,10,50,65.77,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 21:00:00,27.9,27.9,27.9,,30.4,0,0,0,12.3,258,,10,28.4,69.13,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 22:00:00,27.5,27.5,27.5,,29.5,0,0,0,8.9,226,,10,19.1,67.86,Clear
"תל אביב - יפו, תל אביב, ישראל",08/18/2019 23:00:00,27,27,27,,28.8,0,0,0,9.4,210,,10,27.8,69.74,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 00:00:00,26.3,26.3,26.3,,,0,0,0,8.4,211,,10,43.6,71.68,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 01:00:00,26,26,26,,,0,0,0,7.8,166,,10,37.7,74.58,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 02:00:00,25.5,25.5,25.5,,,0,0,0,8.3,170,,10,37.7,75.6,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 03:00:00,24.5,24.5,24.5,,,0,0,0,8.9,180,,10,33,78.62,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 04:00:00,24.5,24.5,24.5,,,0,0,0,9.1,170,,10,28.4,79.56,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 05:00:00,25,25,25,,,0,0,0,11.2,160,,10,27.8,78.5,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 06:00:00,24.4,24.4,24.4,,,0,0,0,9.4,161,,10,28.4,79.74,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 07:00:00,25,25,25,,,0,0,0,14.8,150,,10,0,73.8,Clear
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 08:00:00,26,26,26,,,0,0,0,13,150,,10,27.8,69.55,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 09:00:00,27.8,27.8,27.8,,29.3,0,0,0,13.1,190,,12.4,33,62.25,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 10:00:00,28.9,28.9,28.9,,30.1,0,0,0,12.9,214,,14.7,53.8,54.27,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 11:00:00,30,30,30,,30.8,0,0,0,14.8,210,,10,27.8,48.62,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 12:00:00,30.5,30.5,30.5,,31.8,0,0,0,10.9,238,,12.4,40,50.31,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 13:00:00,31.2,31.2,31.2,,33.9,0,0,0,18.5,256,,12.4,19.1,53.95,Clear
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 14:00:00,31,31,31,,33,0,0,0,19.4,265,,14.7,33,51.76,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 15:00:00,31.1,31.1,31.1,,33.4,0,0,0,23.9,280,,14.7,33.6,53.1,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 16:00:00,31,31,31,,33.8,0,0,0,25.9,280,,10,27.8,55.32,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 17:00:00,30,30,30,,31.9,0,0,0,22.3,290,,10,27.8,55.08,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 18:00:00,29,29,29,,30.4,0,0,0,18.2,314,,12.4,14.5,55.55,Clear
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 19:00:00,29,29,29,,30.3,0,0,0,11.2,310,,10,27.8,54.83,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 20:00:00,28,28,28,,29.3,0,0,0,14.8,290,,10,27.8,58.11,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 21:00:00,27.1,27.1,27.1,,28.2,0,0,0,5.9,325,,10,0,59.61,Clear
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 22:00:00,27,27,27,,28.2,0,0,0,5.4,,,10,0,61.62,Clear
"תל אביב - יפו, תל אביב, ישראל",08/19/2019 23:00:00,27,27,27,,28.2,0,0,0,3.6,,,10,0,61.62,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 00:00:00,25.7,25.7,25.7,,,0,0,0,5.8,189,,10,0,63.71,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 01:00:00,26,26,26,,,0,0,0,11.2,150,,10,0,61.39,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 02:00:00,25,25,25,,,0,0,0,9.4,150,,10,0,65.15,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 03:00:00,23.9,23.9,23.9,,,0,0,0,11.3,153,,10,0,69.14,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 04:00:00,24,24,24,,,0,0,0,9.4,150,,10,0,69.16,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 05:00:00,24,24,24,,,0,0,0,7.6,130,,10,27.8,69.16,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 06:00:00,23.2,23.2,23.2,,,0,0,0,6.4,135,,10,19.1,71.02,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 07:00:00,24,24,24,,,0,0,0,9.4,140,,10,0,69.16,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 08:00:00,26,26,26,,,0,0,0,7.6,160,,10,0,61.39,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 09:00:00,27.1,27.1,27.1,,28.3,0,0,0,11.9,216,,10,19.1,61.09,Clear
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 10:00:00,29,29,29,,30.3,0,0,0,5.4,,,10,27.8,54.83,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 11:00:00,30,30,30,,31.9,0,0,0,7.6,270,,10,27.8,55.08,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 12:00:00,30.4,30.4,30.4,,32.3,0,0,0,14.3,255,,12.4,44.6,54.08,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 13:00:00,31,31,31,,33,0,0,0,16.6,260,,10,27.8,52.01,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 14:00:00,31,31,31,,33,0,0,0,20.5,300,,10,27.8,52.01,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 15:00:00,31.4,31.4,31.4,,33.9,0,0,0,19.3,291,,12.4,33.6,52.57,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 16:00:00,31,31,31,,34.6,0,0,0,18.4,300,,10,27.8,58.82,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 17:00:00,31,31,31,,33.8,0,0,0,16.6,290,,10,27.8,55.32,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 18:00:00,29.9,29.9,29.9,,32.6,0,0,0,17.6,309,,12.4,44.6,59.87,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 19:00:00,29,29,29,,32,0,0,0,18.4,320,,10,50,65.98,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 20:00:00,29,29,29,,32,0,0,0,18.4,310,,10,50,65.98,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 21:00:00,28,28,28,,30.5,0,0,0,12.9,330,,10,44.6,69.08,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 22:00:00,28,28,28,,30.7,0,0,0,11.2,330,,10,39.2,69.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/20/2019 23:00:00,28,28,28,,30.7,0,0,0,3.6,,,10,27.8,69.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 00:00:00,27.7,27.7,27.7,,30.3,0,0,0,6.4,349,,10,61.1,71.06,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 01:00:00,27,27,27,,29.2,0,0,0,3.6,,,10,50,74.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 02:00:00,27,27,27,,29.2,0,0,0,3.6,,,10,27.8,74.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 03:00:00,26,26,26,,,0,0,0,6.8,132,,10,33,76.82,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 04:00:00,26,26,26,,,0,0,0,9.4,150,,10,50,73.97,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 05:00:00,26,26,26,,,0,0,0,5.4,,,10,27.8,73.97,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 06:00:00,24.6,24.6,24.6,,,0,0,0,4.5,192,,10,49.2,80.39,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 07:00:00,25,25,25,,,0,0,0,5.4,,,10,39.2,78.5,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 08:00:00,26,26,26,,,0,0,0,9.4,150,,10,39.2,73.97,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 09:00:00,28.3,28.3,28.3,,30.9,0,0,0,7.4,245,,10,49.2,67.08,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 10:00:00,29,29,29,,31.4,0,0,0,9.4,270,,10,50,62.06,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 11:00:00,31,31,31,,33,0,0,0,18.4,310,,10,27.8,52.01,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 12:00:00,31.6,31.6,31.6,,33.4,0,0,0,13.6,301,,10,33,48.79,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 13:00:00,32,32,32,,33.5,0,0,0,18.4,300,,10,27.8,46.18,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 14:00:00,32,32,32,,33.5,0,0,0,22.3,310,,10,27.8,46.18,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 15:00:00,31.7,31.7,31.7,,32.8,0,0,0,17.6,320,,10,19.1,44.92,Clear
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 16:00:00,31,31,31,,32.4,0,0,0,18.4,350,,10,27.8,48.88,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 17:00:00,31,31,31,,31.9,0,0,0,22.3,330,,10,0,45.91,Clear
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 18:00:00,30,30,30,,31.2,0,0,0,19.6,339,,10,0,50.5,Clear
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 19:00:00,29,29,29,,30.3,0,0,0,20.5,330,,10,0,54.83,Clear
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 20:00:00,29,29,29,,30.8,0,0,0,14.8,340,,10,0,58.35,Clear
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 21:00:00,27.8,27.8,27.8,,29.4,0,0,0,8.4,344,,10,0,61.5,Clear
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 22:00:00,27.8,27.8,27.8,,29.5,0,0,0,8.1,351,,10,0,63.25,Clear
"תל אביב - יפו, תל אביב, ישראל",08/21/2019 23:00:00,28,28,28,,29.7,0,0,0,7.6,90,,10,0,61.84,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 00:00:00,26.2,26.2,26.2,,,0,0,0,4.6,70,,10,28.9,67.93,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 01:00:00,26,26,26,,,0,0,0,7.6,130,,10,0,69.55,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 02:00:00,26,26,26,,,0,0,0,5.4,,,10,50,69.55,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 03:00:00,24.3,24.3,24.3,,,0,0,0,7.5,133,,10,19.1,74.74,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 04:00:00,25,25,25,,,0,0,0,5.4,,,10,27.8,73.8,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 05:00:00,25,25,25,,,0,0,0,5.4,,,10,27.8,73.8,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 06:00:00,24.1,24.1,24.1,,,0,0,0,4.7,115,,10,37.7,73.81,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 07:00:00,25,25,25,,,0,0,0,5.4,,,10,27.8,73.8,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 08:00:00,27,27,27,,28.8,0,0,0,3.6,,,10,27.8,69.74,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 09:00:00,28.1,28.1,28.1,,30.5,0,0,0,5.4,331,,10,28.4,67.18,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 10:00:00,29,29,29,,31.4,0,0,0,7.6,300,,10,27.8,62.06,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 11:00:00,31,31,31,,33.8,0,0,0,9.4,360,,10,27.8,55.32,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 12:00:00,31.7,31.7,31.7,,34.4,0,0,0,10,316,,10,19.1,52.89,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 13:00:00,32,32,32,,34.2,0,0,0,18.4,310,,10,27.8,49.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 14:00:00,33,33,33,,35.3,0,0,0,22.3,340,,10,0,46.45,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 15:00:00,32.4,32.4,32.4,,35,0,0,0,23.7,324,,10,0,49.75,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 16:00:00,32,32,32,,34.2,0,0,0,24.1,320,,10,0,49.14,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 17:00:00,32,32,32,,34.9,0,0,0,20.5,320,,10,0,52.27,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 18:00:00,30.7,30.7,30.7,,32.9,0,0,0,17.6,334,,10,0,54.18,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 19:00:00,30,30,30,,31.9,0,0,0,18.4,330,,10,0,55.08,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 20:00:00,29,29,29,,31.4,0,0,0,16.6,340,,10,0,62.06,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 21:00:00,28,28,28,,31.1,0,0,0,12.9,349,,10,23.9,72.99,Clear
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 22:00:00,28,28,28,,32,0,0,0,11.2,360,,10,27.8,78.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/22/2019 23:00:00,28,28,28,,31.3,0,0,0,3.6,,,10,27.8,74.3,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 00:00:00,27.8,27.8,27.8,,30.8,0,0,0,5.4,349,,10,33,74.64,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 01:00:00,28,28,28,,30.7,0,0,0,3.6,,,10,27.8,69.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 02:00:00,27,27,27,,29.6,0,0,0,9.4,130,,10,27.8,78.78,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 03:00:00,25.8,25.8,25.8,,,0,0,0,6.8,123,,10,49.2,79.15,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 04:00:00,26,26,26,,,0,0,0,9.4,150,,10,27.8,78.64,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 05:00:00,26,26,26,,,0,0,0,7.6,140,,10,27.8,78.64,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 06:00:00,24.8,24.8,24.8,,,0,0,0,7.4,118,,10,37.7,82.28,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 07:00:00,26,26,26,,,0,0,0,7.6,120,,10,27.8,73.97,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 08:00:00,27,27,27,,29.2,0,0,0,5.4,,,10,27.8,74.14,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 09:00:00,29,29,29,,32.4,0,0,0,3.7,9,,10,49.2,67.94,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 10:00:00,31,31,31,,34.6,0,0,0,9.4,300,,10,50,58.82,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 11:00:00,31,31,31,,34.6,0,0,0,7.6,310,,10,50,58.82,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 12:00:00,31.7,31.7,31.7,,35.4,0,0,0,11.7,331,,10,30.7,56.39,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 13:00:00,32,32,32,,35.8,0,0,0,18.4,320,,10,27.8,55.57,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 14:00:00,33,33,33,,37,0,0,0,18.4,310,,10,0,52.52,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 15:00:00,31.7,31.7,31.7,,36.3,0,0,0,21.1,320,,10,0,59.5,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 16:00:00,31.8,31.8,31.8,,36.4,0,0,0,20.9,331,,12.4,18.3,59.17,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 17:00:00,31,31,31,,35.5,0,0,0,20.5,330,,10,0,62.5,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 18:00:00,30.7,30.7,30.7,,35.1,0,0,0,20.3,324,,10,6,63.8,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 19:00:00,30,30,30,,34.2,0,0,0,20.5,330,,10,0,66.18,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 20:00:00,29,29,29,,32.8,0,0,0,14.8,340,,10,0,70.11,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 21:00:00,28.8,28.8,28.8,,32.4,0,0,0,11.9,344,,10,0,70.82,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 22:00:00,29,29,29,,33.6,0,0,0,7.6,340,,10,0,74.47,Clear
"תל אביב - יפו, תל אביב, ישראל",08/23/2019 23:00:00,28,28,28,,32,0,0,0,5.4,,,10,0,78.92,Clear
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 00:00:00,28,28,28,,31.8,0,0,0,4.7,309,,10,28.4,78.1,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 01:00:00,28,28,28,,32,0,0,0,9.4,150,,10,50,78.92,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 02:00:00,28,28,28,,31.3,0,0,0,7.6,140,,10,39.2,74.3,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 03:00:00,26.5,26.5,26.5,,,0,0,0,6.8,138,,10,49.2,80.44,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 04:00:00,26,26,26,,,0,0,0,7.6,130,,10,50,83.57,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 05:00:00,26,26,26,,,0,0,0,7.6,140,,10,50,83.57,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 06:00:00,25.4,25.4,25.4,,,0,0,0,6.8,162,,10,49.2,84.3,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 07:00:00,26,26,26,,,0,0,0,5.4,,,10,50,83.57,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 08:00:00,27,27,27,,30.1,0,0,0,7.6,160,,10,50,83.68,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 09:00:00,29,29,29,,33.5,0,0,0,3.7,252,,10,51.5,73.85,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 10:00:00,31,31,31,,35.5,0,0,0,5.4,,,10,27.8,62.5,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 11:00:00,32,32,32,,36.8,0,0,0,7.6,260,,10,27.8,59.05,Partially cloudy
"תל אביב - יפו, תל אביב, ישראל",08/24/2019 12:00:00,31.9,31.9,31.9,,36.6,0,0,0,15.5,290,,10,28.4,59.4,Partially cloudy
